epoch,val_acc,val_f1,val_ece,code_acc,math_acc,real_acc,timestamp
0,0.5949,0.5803,0.0807,0.6395,0.5073,0.7634,1771056527
1,0.5893,0.6574,0.0685,0.6395,0.4969,0.7634,1771056584
2,0.6518,0.6790,0.1264,0.7682,0.5514,0.7634,1771056634
3,0.7321,0.7297,0.1982,0.9700,0.6122,0.7419,1771056680
4,0.7400,0.7481,0.1935,0.9871,0.6184,0.7419,1771056730
5,0.7824,0.7869,0.2240,1.0000,0.6415,0.8710,1771056780
6,0.7478,0.7771,0.2179,1.0000,0.5786,0.8656,1771056828
7,0.8203,0.8063,0.2307,0.9914,0.6751,0.9785,1771056874
8,0.8181,0.8000,0.2264,1.0000,0.6709,0.9677,1771056918
9,0.8192,0.7834,0.2042,1.0000,0.6688,0.9785,1771056963
10,0.8371,0.8161,0.2191,1.0000,0.7023,0.9785,1771057011
11,0.8103,0.8195,0.2110,1.0000,0.6520,0.9785,1771057050
12,0.8348,0.8225,0.2087,1.0000,0.6981,0.9785,1771057086
13,0.8036,0.8244,0.2199,1.0000,0.6394,0.9785,1771057132
14,0.8058,0.8168,0.2107,1.0000,0.6436,0.9785,1771057172
15,0.8504,0.8382,0.2155,1.0000,0.7275,0.9785,1771057215
16,0.8248,0.8222,0.1883,1.0000,0.6792,0.9785,1771057258
17,0.8426,0.8307,0.1992,1.0000,0.7128,0.9785,1771057304
18,0.8225,0.8266,0.2001,1.0000,0.6751,0.9785,1771057345
19,0.8371,0.8371,0.1953,1.0000,0.7023,0.9785,1771057392
20,0.8426,0.8381,0.1942,1.0000,0.7128,0.9785,1771057440
21,0.8248,0.8261,0.1897,1.0000,0.6792,0.9785,1771057487
22,0.8292,0.8302,0.1884,1.0000,0.6876,0.9785,1771057528
23,0.8560,0.8488,0.2042,1.0000,0.7379,0.9785,1771057571
24,0.8605,0.8485,0.2044,1.0000,0.7463,0.9785,1771057611
25,0.8493,0.8461,0.1920,1.0000,0.7254,0.9785,1771057646
26,0.8549,0.8463,0.1957,1.0000,0.7358,0.9785,1771057685
27,0.8460,0.8376,0.1861,1.0000,0.7191,0.9785,1771057726
28,0.8527,0.8443,0.1910,1.0000,0.7317,0.9785,1771057772
29,0.8471,0.8420,0.1856,1.0000,0.7212,0.9785,1771057815
30,0.8393,0.8341,0.1801,1.0000,0.7065,0.9785,1771057860
31,0.8560,0.8466,0.1915,1.0000,0.7379,0.9785,1771057912
32,0.8560,0.8498,0.1919,1.0000,0.7379,0.9785,1771057958
33,0.8594,0.8514,0.1944,1.0000,0.7442,0.9785,1771058008
34,0.8583,0.8522,0.1929,1.0000,0.7421,0.9785,1771058059
35,0.8627,0.8568,0.1982,1.0000,0.7505,0.9785,1771058100
36,0.8516,0.8448,0.1860,1.0000,0.7296,0.9785,1771058140
37,0.8605,0.8548,0.1939,1.0000,0.7463,0.9785,1771058188
38,0.8571,0.8525,0.1917,1.0000,0.7400,0.9785,1771058232
39,0.8549,0.8495,0.1890,1.0000,0.7358,0.9785,1771058272
40,0.8594,0.8518,0.1926,1.0000,0.7442,0.9785,1771058315
41,0.8382,0.8394,0.1836,1.0000,0.7044,0.9785,1771058356
42,0.8538,0.8496,0.1866,1.0000,0.7338,0.9785,1771058402
43,0.8471,0.8473,0.1856,1.0000,0.7212,0.9785,1771058448
44,0.8627,0.8516,0.1934,1.0000,0.7505,0.9785,1771058493
45,0.8504,0.8463,0.1843,1.0000,0.7275,0.9785,1771058536
46,0.8638,0.8561,0.1946,1.0000,0.7526,0.9785,1771058577
47,0.8426,0.8403,0.1804,1.0000,0.7128,0.9785,1771058620
48,0.8583,0.8525,0.1893,1.0000,0.7421,0.9785,1771058673
49,0.8460,0.8428,0.1799,1.0000,0.7191,0.9785,1771058726
50,0.8627,0.8558,0.1935,1.0000,0.7505,0.9785,1771058775
51,0.8449,0.8429,0.1786,1.0000,0.7170,0.9785,1771058823
52,0.8527,0.8483,0.1834,1.0000,0.7317,0.9785,1771058871
53,0.8594,0.8528,0.1898,1.0000,0.7442,0.9785,1771058912
54,0.8594,0.8552,0.1902,1.0000,0.7442,0.9785,1771058957
55,0.8583,0.8542,0.1888,1.0000,0.7421,0.9785,1771059001
56,0.8605,0.8535,0.1901,1.0000,0.7463,0.9785,1771059045
57,0.8627,0.8575,0.1931,1.0000,0.7505,0.9785,1771059089
58,0.8616,0.8534,0.1910,1.0000,0.7484,0.9785,1771059134
59,0.8616,0.8541,0.1912,1.0000,0.7484,0.9785,1771059182
