epoch,val_acc,val_f1,val_ece,code_acc,math_acc,real_acc,timestamp
0,0.6168,0.5062,0.1030,0.6368,0.5530,0.7672,1771062315
1,0.6263,0.5243,0.1023,0.6368,0.5703,0.7672,1771062380
2,0.7091,0.7482,0.1553,0.9872,0.5626,0.7672,1771062433
3,0.7484,0.7078,0.2079,0.9957,0.6108,0.8201,1771062488
4,0.7972,0.7510,0.2137,1.0000,0.6378,0.9841,1771062547
5,0.8270,0.8342,0.2220,1.0000,0.6917,0.9841,1771062602
6,0.8312,0.8199,0.2061,0.9957,0.6975,0.9947,1771062653
7,0.8121,0.8225,0.1813,1.0000,0.6647,0.9841,1771062703
8,0.8439,0.8365,0.2098,1.0000,0.7187,0.9947,1771062755
9,0.8397,0.8165,0.1915,1.0000,0.7110,0.9947,1771062809
10,0.8546,0.8462,0.1952,1.0000,0.7380,0.9947,1771062857
11,0.8312,0.8231,0.1647,1.0000,0.6936,1.0000,1771062906
12,0.8503,0.8374,0.1889,1.0000,0.7303,0.9947,1771062960
13,0.8429,0.8366,0.1739,1.0000,0.7148,1.0000,1771063009
14,0.8535,0.8399,0.1848,1.0000,0.7341,1.0000,1771063063
15,0.8524,0.8429,0.1770,1.0000,0.7322,1.0000,1771063112
16,0.8567,0.8387,0.1775,1.0000,0.7399,1.0000,1771063167
17,0.8556,0.8509,0.1786,1.0000,0.7399,0.9947,1771063219
18,0.8567,0.8508,0.1764,1.0000,0.7418,0.9947,1771063265
19,0.8609,0.8482,0.1748,1.0000,0.7495,0.9947,1771063316
20,0.8588,0.8470,0.1715,1.0000,0.7457,0.9947,1771063361
21,0.8599,0.8458,0.1698,1.0000,0.7476,0.9947,1771063412
22,0.8620,0.8492,0.1695,1.0000,0.7514,0.9947,1771063456
23,0.8556,0.8444,0.1655,1.0000,0.7399,0.9947,1771063505
24,0.8599,0.8493,0.1658,1.0000,0.7476,0.9947,1771063554
25,0.8588,0.8459,0.1608,1.0000,0.7437,1.0000,1771063605
26,0.8577,0.8477,0.1591,1.0000,0.7437,0.9947,1771063655
27,0.8631,0.8539,0.1643,1.0000,0.7534,0.9947,1771063708
28,0.8641,0.8487,0.1603,1.0000,0.7553,0.9947,1771063757
29,0.8694,0.8585,0.1664,1.0000,0.7649,0.9947,1771063802
30,0.8705,0.8598,0.1658,1.0000,0.7669,0.9947,1771063854
31,0.8705,0.8588,0.1649,1.0000,0.7669,0.9947,1771063899
32,0.8641,0.8575,0.1593,1.0000,0.7553,0.9947,1771063952
33,0.8705,0.8594,0.1629,1.0000,0.7669,0.9947,1771064001
34,0.8577,0.8501,0.1576,1.0000,0.7437,0.9947,1771064050
35,0.8652,0.8578,0.1583,1.0000,0.7572,0.9947,1771064105
36,0.8609,0.8526,0.1526,1.0000,0.7495,0.9947,1771064155
37,0.8705,0.8585,0.1593,1.0000,0.7669,0.9947,1771064200
38,0.8684,0.8584,0.1576,1.0000,0.7630,0.9947,1771064249
39,0.8705,0.8591,0.1590,1.0000,0.7669,0.9947,1771064295
40,0.8705,0.8585,0.1570,1.0000,0.7669,0.9947,1771064347
41,0.8673,0.8568,0.1545,1.0000,0.7611,0.9947,1771064403
42,0.8662,0.8538,0.1519,1.0000,0.7592,0.9947,1771064456
43,0.8684,0.8568,0.1546,1.0000,0.7630,0.9947,1771064507
44,0.8747,0.8615,0.1592,1.0000,0.7746,0.9947,1771064566
45,0.8715,0.8611,0.1578,1.0000,0.7688,0.9947,1771064613
46,0.8652,0.8587,0.1536,1.0000,0.7553,1.0000,1771064658
47,0.8662,0.8552,0.1503,1.0000,0.7592,0.9947,1771064707
48,0.8684,0.8588,0.1527,1.0000,0.7630,0.9947,1771064758
49,0.8673,0.8584,0.1518,1.0000,0.7592,1.0000,1771064813
50,0.8694,0.8623,0.1536,1.0000,0.7630,1.0000,1771064860
51,0.8694,0.8629,0.1536,1.0000,0.7630,1.0000,1771064910
52,0.8684,0.8588,0.1517,1.0000,0.7611,1.0000,1771064963
53,0.8662,0.8571,0.1495,1.0000,0.7572,1.0000,1771065011
54,0.8684,0.8588,0.1509,1.0000,0.7611,1.0000,1771065065
55,0.8694,0.8607,0.1523,1.0000,0.7630,1.0000,1771065119
56,0.8652,0.8562,0.1477,1.0000,0.7553,1.0000,1771065174
57,0.8662,0.8578,0.1489,1.0000,0.7572,1.0000,1771065222
58,0.8684,0.8597,0.1506,1.0000,0.7611,1.0000,1771065271
59,0.8715,0.8627,0.1532,1.0000,0.7669,1.0000,1771065327
