epoch,val_acc,val_f1,val_ece,code_acc,math_acc,real_acc,timestamp
0,0.6823,0.6378,0.1665,0.6696,0.5556,0.7396,1771123232
1,0.6711,0.6352,0.1503,0.6652,0.4815,0.7396,1771123243
2,0.6846,0.6448,0.1517,0.6652,0.5926,0.7396,1771123254
3,0.6868,0.6465,0.1517,0.6696,0.5926,0.7396,1771123265
4,0.7360,0.7177,0.2065,0.7679,0.5926,0.7396,1771123275
5,0.6846,0.6713,0.1592,0.6696,0.5741,0.7396,1771123287
6,0.6890,0.6463,0.1522,0.6696,0.5926,0.7456,1771123298
7,0.7450,0.7260,0.2111,0.7768,0.5926,0.7515,1771123309
8,0.8210,0.8222,0.2963,0.9286,0.5926,0.7515,1771123320
9,0.7159,0.6817,0.1883,0.7143,0.5926,0.7574,1771123331
10,0.7808,0.7474,0.2527,0.7679,0.5926,0.8580,1771123342
11,0.7673,0.7559,0.2323,0.8259,0.5926,0.7456,1771123353
12,0.7919,0.7759,0.2525,0.8393,0.5926,0.7929,1771123364
13,0.8188,0.8138,0.2741,0.9018,0.5926,0.7811,1771123375
14,0.8434,0.8430,0.2964,0.9509,0.5926,0.7811,1771123386
15,0.8322,0.8394,0.2822,0.9464,0.5926,0.7574,1771123397
16,0.8434,0.8511,0.2890,0.9554,0.6111,0.7692,1771123408
17,0.8389,0.8442,0.2818,0.9554,0.5926,0.7633,1771123419
18,0.8523,0.8553,0.2904,0.9821,0.5926,0.7633,1771123430
19,0.8456,0.8463,0.2813,0.9598,0.5926,0.7751,1771123441
20,0.8523,0.8533,0.2863,0.9688,0.5926,0.7811,1771123452
21,0.8613,0.8616,0.2942,0.9732,0.5926,0.7988,1771123463
22,0.8591,0.8584,0.2868,0.9643,0.5926,0.8047,1771123474
23,0.8658,0.8739,0.2931,0.9732,0.6111,0.8047,1771123485
24,0.8635,0.8710,0.2889,0.9732,0.5741,0.8107,1771123496
25,0.8680,0.8753,0.2917,0.9732,0.5926,0.8166,1771123507
26,0.8993,0.9011,0.3232,0.9732,0.5741,0.9053,1771123518
27,0.9060,0.9050,0.3278,0.9732,0.5926,0.9172,1771123529
28,0.8949,0.8920,0.3132,0.9732,0.5370,0.9053,1771123540
29,0.8949,0.8915,0.3120,0.9732,0.5926,0.8876,1771123551
30,0.9016,0.8977,0.3169,0.9732,0.5926,0.9053,1771123562
31,0.9105,0.9061,0.3242,0.9732,0.5926,0.9290,1771123573
32,0.9172,0.9125,0.3299,0.9732,0.5926,0.9467,1771123584
33,0.9172,0.9129,0.3307,0.9732,0.5741,0.9527,1771123595
34,0.9150,0.9144,0.3260,0.9777,0.6111,0.9290,1771123606
35,0.9150,0.9136,0.3241,0.9732,0.6111,0.9349,1771123617
36,0.9150,0.9116,0.3227,0.9732,0.5741,0.9467,1771123628
37,0.9150,0.9112,0.3217,0.9732,0.5741,0.9467,1771123639
38,0.9195,0.9151,0.3247,0.9732,0.5741,0.9586,1771123650
39,0.9239,0.9194,0.3280,0.9732,0.5926,0.9645,1771123661
40,0.9306,0.9257,0.3342,0.9732,0.5926,0.9822,1771123672
41,0.9306,0.9257,0.3339,0.9732,0.5926,0.9822,1771123683
42,0.9306,0.9257,0.3334,0.9732,0.5926,0.9822,1771123694
43,0.9306,0.9257,0.3335,0.9732,0.5926,0.9822,1771123705
44,0.9329,0.9282,0.3344,0.9777,0.5926,0.9822,1771123716
45,0.9329,0.9282,0.3334,0.9777,0.5926,0.9822,1771123727
46,0.9306,0.9260,0.3310,0.9777,0.5926,0.9763,1771123738
47,0.9329,0.9282,0.3331,0.9777,0.5926,0.9822,1771123750
48,0.9329,0.9282,0.3329,0.9777,0.5926,0.9822,1771123760
49,0.9329,0.9282,0.3323,0.9777,0.5926,0.9822,1771123771
50,0.9306,0.9260,0.3295,0.9777,0.5926,0.9763,1771123783
51,0.9306,0.9260,0.3292,0.9777,0.5926,0.9763,1771123793
52,0.9329,0.9282,0.3312,0.9777,0.5926,0.9822,1771123805
53,0.9329,0.9282,0.3307,0.9777,0.5926,0.9822,1771123815
54,0.9329,0.9282,0.3302,0.9777,0.5926,0.9822,1771123827
55,0.9329,0.9282,0.3300,0.9777,0.5926,0.9822,1771123838
56,0.9329,0.9282,0.3297,0.9777,0.5926,0.9822,1771123849
57,0.9306,0.9260,0.3275,0.9777,0.5926,0.9763,1771123860
58,0.9306,0.9260,0.3274,0.9777,0.5926,0.9763,1771123871
59,0.9306,0.9260,0.3273,0.9777,0.5926,0.9763,1771123882
