epoch,val_acc,val_f1,val_ece,code_acc,math_acc,real_acc,timestamp
0,0.6062,0.5411,0.0904,0.6224,0.5526,0.7800,1771076017
1,0.6948,0.6937,0.1645,0.9585,0.5831,0.7800,1771076093
2,0.7016,0.6336,0.1496,0.9710,0.5873,0.7900,1771076164
3,0.7696,0.7564,0.2147,0.9710,0.6801,0.8500,1771076240
4,0.7661,0.7491,0.1823,0.9959,0.6620,0.8650,1771076311
5,0.7541,0.7897,0.2061,0.9751,0.6454,0.8800,1771076380
6,0.8091,0.7933,0.2056,1.0000,0.6967,0.9850,1771076451
7,0.8022,0.7681,0.1848,1.0000,0.6856,0.9850,1771076522
8,0.8100,0.7729,0.1842,0.9959,0.6994,0.9850,1771076594
9,0.8246,0.8097,0.1864,1.0000,0.7202,0.9900,1771076667
10,0.8280,0.8077,0.1782,1.0000,0.7258,0.9900,1771076741
11,0.8177,0.8124,0.1736,1.0000,0.7091,0.9900,1771076812
12,0.8203,0.8203,0.1749,1.0000,0.7133,0.9900,1771076884
13,0.8255,0.8186,0.1704,1.0000,0.7216,0.9900,1771076955
14,0.8177,0.8083,0.1539,1.0000,0.7105,0.9850,1771077027
15,0.8169,0.8165,0.1589,1.0000,0.7078,0.9900,1771077097
16,0.8323,0.8090,0.1602,1.0000,0.7327,0.9900,1771077171
17,0.8203,0.8098,0.1652,1.0000,0.7133,0.9900,1771077243
18,0.8229,0.8086,0.1529,1.0000,0.7175,0.9900,1771077318
19,0.8263,0.8147,0.1521,1.0000,0.7230,0.9900,1771077391
20,0.8169,0.8172,0.1600,1.0000,0.7078,0.9900,1771077462
21,0.8169,0.8184,0.1562,1.0000,0.7078,0.9900,1771077533
22,0.8212,0.8088,0.1466,1.0000,0.7147,0.9900,1771077602
23,0.8289,0.8047,0.1334,1.0000,0.7271,0.9900,1771077673
24,0.8203,0.8221,0.1567,1.0000,0.7133,0.9900,1771077742
25,0.8143,0.8157,0.1464,1.0000,0.7036,0.9900,1771077814
26,0.8306,0.8140,0.1373,1.0000,0.7299,0.9900,1771077884
27,0.8263,0.8314,0.1465,1.0000,0.7230,0.9900,1771077954
28,0.8263,0.8157,0.1362,1.0000,0.7230,0.9900,1771078025
29,0.8143,0.8215,0.1519,1.0000,0.7036,0.9900,1771078094
30,0.8263,0.8164,0.1382,1.0000,0.7230,0.9900,1771078166
31,0.8272,0.8272,0.1421,1.0000,0.7244,0.9900,1771078238
32,0.8212,0.8188,0.1438,1.0000,0.7147,0.9900,1771078309
33,0.8255,0.8186,0.1363,1.0000,0.7216,0.9900,1771078380
34,0.8255,0.8166,0.1368,1.0000,0.7216,0.9900,1771078450
35,0.8203,0.8152,0.1362,1.0000,0.7133,0.9900,1771078521
36,0.8255,0.8105,0.1320,1.0000,0.7216,0.9900,1771078590
37,0.8160,0.8065,0.1349,1.0000,0.7064,0.9900,1771078660
38,0.8220,0.8198,0.1374,1.0000,0.7161,0.9900,1771078732
39,0.8203,0.8159,0.1389,1.0000,0.7133,0.9900,1771078807
40,0.8212,0.8153,0.1357,1.0000,0.7147,0.9900,1771078881
41,0.8194,0.8094,0.1326,1.0000,0.7119,0.9900,1771078953
42,0.8117,0.7985,0.1274,1.0000,0.6994,0.9900,1771079025
43,0.8255,0.8215,0.1340,1.0000,0.7216,0.9900,1771079099
44,0.8220,0.8183,0.1340,1.0000,0.7161,0.9900,1771079171
45,0.8177,0.8073,0.1308,1.0000,0.7091,0.9900,1771079242
46,0.8169,0.8097,0.1292,1.0000,0.7078,0.9900,1771079314
47,0.8203,0.8139,0.1334,1.0000,0.7133,0.9900,1771079385
48,0.8203,0.8122,0.1284,1.0000,0.7133,0.9900,1771079456
49,0.8203,0.8190,0.1346,1.0000,0.7133,0.9900,1771079527
50,0.8169,0.8133,0.1356,1.0000,0.7078,0.9900,1771079598
51,0.8194,0.8161,0.1349,1.0000,0.7119,0.9900,1771079670
52,0.8246,0.8229,0.1353,1.0000,0.7202,0.9900,1771079741
53,0.8212,0.8133,0.1310,1.0000,0.7147,0.9900,1771079809
54,0.8203,0.8132,0.1280,1.0000,0.7133,0.9900,1771079878
55,0.8237,0.8200,0.1331,1.0000,0.7188,0.9900,1771079948
56,0.8212,0.8146,0.1292,1.0000,0.7147,0.9900,1771080018
57,0.8203,0.8142,0.1289,1.0000,0.7133,0.9900,1771080086
